	Name	Address	Category	Price	Rating	Reviews	Mon	Tue	Wed	Thu	Fri	Sat	Sun	Delivery	Wi_Fi	Takes_Reservations	Parking	Vegetarian_Options	Accepts_Credit_Cards	Accepts_Apple_Pay	Accepts_Google_Pay	Take_out
104	Muracci's Japanese Curry & Grill	307 Kearny St,Ste 204,San Francisco,CA,94108	Japanese Curry	$11-30	4.0	1716	11:00 am - 7:00 pm	11:00 am - 7:00 pm	11:00 am - 7:00 pm	11:00 am - 7:00 pm	11:00 am - 6:00 pm	Closed	Closed	No	No	No	Street	NULL	Yes	No	No	Yes
105	Credo	360 Pine St,San Francisco,CA,94104	Italian	$31-60	4.0	874	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	Closed		Yes	Free	Yes	Garage, Street	NULL	Yes	No	NULL	Yes
106	Spruce	3640 Sacramento St,San Francisco,CA,94118	American (Traditional)	Above $61	4.0	1903	11:30 am - 2:00 pm,5:00 pm - 10:00 pm	11:30 am - 2:00 pm,5:00 pm - 10:00 pm	11:30 am - 2:00 pm,5:00 pm - 10:00 pm	11:30 am - 2:00 pm,5:00 pm - 10:00 pm	11:30 am - 2:00 pm,5:00 pm - 11:00 pm	10:30 am - 2:00 pm,5:00 pm - 11:00 pm	10:30 am - 2:00 pm,5:00 pm - 9:00 pm	No	Free	Yes	Valet, Street	NULL	Yes	No	NULL	Yes
107	The Monk's Kettle	3141 16th St,San Francisco,CA,94103	Bars,Gastropubs	$11-30	4.0	2185	12:00 pm - 12:00 am	12:00 pm - 12:00 am	12:00 pm - 12:00 am	12:00 pm - 12:00 am	12:00 pm - 2:00 am	12:00 pm - 2:00 am	12:00 pm - 12:00 am	Yes	Free	No	Street	NULL	Yes	No	No	Yes
108	Mission Street Oyster Bar & Seafood Restaurant	2282 Mission St,San Francisco,CA,94110	Seafood,Fish & Chips	$11-30	4.0	588	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	No	Free	Yes	Street	NULL	Yes	No	No	Yes
109	Dancing Yak	280 Valencia St,San Francisco,CA,94103	Himalayan/Nepalese,Gluten-Free,Cocktail Bars	$11-30	4.5	441	Closed	11:30 am - 2:30 pm,5:00 pm - 10:00 pm	11:30 am - 2:30 pm,5:00 pm - 10:00 pm	11:30 am - 2:30 pm,5:00 pm - 10:00 pm	11:30 am - 2:30 pm,5:00 pm - 10:00 pm	11:30 am - 2:30 pm,5:00 pm - 10:00 pm	11:30 am - 2:30 pm,5:00 pm - 10:00 pm	No	Free	Yes	Street	Yes	Yes	Yes	NULL	Yes
110	Souvla	758 Valencia St,San Francisco,CA,94110	Greek,Mediterranean	$11-30	4.0	356	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	Yes	Free	No	Street	NULL	Yes	Yes	Yes	Yes
111	Souvla	2272 Chestnut St,San Francisco,CA,94123	Greek,Mediterranean	$11-30	4.0	72	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	NULL	NULL	No	Street	NULL	Yes	Yes	NULL	Yes
112	North India Restaurant	123 Second St,San Francisco,CA,94105	Indian	$11-30	4.0	1727	10:00 am - 11:00 pm	10:00 am - 11:00 pm	10:00 am - 11:00 pm	10:00 am - 11:00 pm	10:00 am - 12:00 am	10:00 am - 12:00 am	10:00 am - 11:00 pm	Yes	No	Yes	Street	Yes	Yes	No	No	Yes
113	Mr Pollo	2823 Mission St,San Francisco,CA,94110	American (New)	$31-60	4.5	600	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	Closed	No	No	Yes	Street	NULL	Yes	No	NULL	No
114	Tony's Pizza Napoletana	1570 Stockton St,San Francisco,CA,94133	Pizza,Italian,Cocktail Bars	$11-30	4.0	5059	12:00 pm - 10:00 pm	Closed	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	Yes	No	No	Valet, Street	Yes	Yes	No	No	Yes
115	Super Duper Burgers	2304 Market St,San Francisco,CA,94114	Burgers,American (Traditional)	Under $10	4.0	1288	10:30 am - 10:30 pm	10:30 am - 10:30 pm	10:30 am - 10:30 pm	10:30 am - 10:30 pm	10:30 am - 11:00 pm	10:30 am - 11:00 pm	10:30 am - 11:00 pm	No	Free	No	Street	NULL	Yes	No	NULL	Yes
116	The Richmond	615 Balboa St,San Francisco,CA,94118	American (New)	$31-60	4.5	679	Closed	6:00 pm - 9:00 pm	6:00 pm - 9:00 pm	6:00 pm - 9:00 pm	6:00 pm - 9:00 pm	6:00 pm - 9:00 pm	Closed	No	No	Yes	Street, Private Lot	NULL	Yes	No	NULL	No
117	Benu	22 Hawthorne St,San Francisco,CA,94105	American (New),Asian Fusion	Above $61	4.5	1069	Closed	5:30 pm - 8:30 pm	5:30 pm - 8:30 pm	5:30 pm - 8:30 pm	5:30 pm - 9:00 pm	5:30 pm - 9:00 pm	Closed	No	No	Yes	Valet	NULL	Yes	No	No	No
118	Prubechu	2224 Mission St,San Francisco,CA,94110	Guamanian	$31-60	4.5	360	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	Closed	No	No	Yes	Street	Yes	Yes	No	No	Yes
119	Artesano	3415 California St,San Francisco,CA,94118	Latin American,Peruvian,Comfort Food	$11-30	4.0	360	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 8:30 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 8:00 pm	Yes	Free	No	Street, Private Lot	Yes	Yes	Yes	Yes	Yes
120	Magnolia Haight	1398 Haight St,San Francisco,CA,94117	Breweries,Gastropubs	$11-30	3.5	1779	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 12:00 am	10:00 am - 12:00 am	10:00 am - 11:00 pm	No	Free	No	Street	NULL	Yes	No	No	Yes
121	Original Joe's	601 Union St,San Francisco,CA,94133	Italian,Steakhouses,Breakfast & Brunch	$11-30	4.0	1464	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	No	Free	Yes	Valet, Street	NULL	Yes	No	No	Yes
122	Hotbird	San Francisco,CA,94129			4.5	94								No	No	No	NULL	NULL	Yes	NULL	NULL	Yes
123	Good Mong Kok Bakery	1039 Stockton St,San Francisco,CA,94108	Bakeries,Dim Sum,Cantonese	Under $10	4.0	2658	7:00 am - 6:00 pm	7:00 am - 6:00 pm	7:00 am - 6:00 pm	7:00 am - 6:00 pm	7:00 am - 6:00 pm	7:00 am - 6:00 pm	7:00 am - 6:00 pm	No	No	No	Garage, Street, Private Lot	NULL	Yes	No	No	Yes
124	Woodhouse Fish	2073 Market St,San Francisco,CA,94114	Seafood,Fish & Chips,Sandwiches	$11-30	4.0	1662	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 9:30 pm	No	No	No	Street, Private Lot	NULL	Yes	No	No	Yes
125	Prospect	300 Spear St,San Francisco,CA,94105	American (New)	$31-60	4.0	1563	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 9:30 pm	5:30 pm - 9:30 pm	Closed	Yes	Free	Yes	Validated	Yes	Yes	No	No	Yes
126	That's My Jam	324 Divisadero St,San Francisco,CA,94117			5.0	17	6:30 am - 3:30 pm	Closed	Closed	6:30 am - 3:30 pm	6:30 am - 3:30 pm	7:00 am - 4:00 pm	7:00 am - 4:00 pm	No	Free	No	Street	Yes	Yes	NULL	NULL	Yes
127	Limón Rotisserie	524 Valencia St,San Francisco,CA,94110	Peruvian,Tapas/Small Plates	$11-30	3.5	2532	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:30 pm	11:30 am - 10:30 pm	11:30 am - 10:00 pm	No	No	Yes	Street	Yes	Yes	No	No	Yes
128	Yamo	3406 18th St,San Francisco,CA,94110	Burmese,Chinese	Under $10	4.0	1974	10:30 am - 9:30 pm	10:30 am - 9:30 pm	10:30 am - 9:30 pm	10:30 am - 9:30 pm	10:30 am - 10:00 pm	10:30 am - 10:00 pm	Closed	No	No	No	Street	NULL	No	No	No	Yes
129	Tommy's Joynt	1101 Geary Blvd,San Francisco,CA,94109	American (Traditional),Bars,Salad	$11-30	4.0	2882	10:00 am - 2:00 am	10:00 am - 2:00 am	10:00 am - 2:00 am	10:00 am - 2:00 am	10:00 am - 2:00 am	10:00 am - 2:00 am	10:00 am - 2:00 am	Yes	No	No	Street	NULL	No	No	No	Yes
130	Tonga Room & Hurricane Bar	950 Mason St,San Francisco,CA,94108	Asian Fusion,Tiki Bars	$31-60	3.5	2716	Closed	Closed	5:00 pm - 11:30 pm	5:00 pm - 11:30 pm	5:00 pm - 12:30 am	5:00 pm - 12:30 am	5:00 pm - 11:30 pm	No	No	No	Valet, Street	NULL	Yes	No	No	No
131	The Snug	2301 Fillmore St,San Francisco,CA,94115	Cocktail Bars,American (Traditional),Breakfast & Brunch	$11-30	4.0	195	4:00 pm - 12:00 am	4:00 pm - 12:00 am	4:00 pm - 12:00 am	4:00 pm - 12:00 am	4:00 pm - 2:00 am	11:00 am - 2:00 am	11:00 am - 10:00 pm	Yes	Free	Yes	Street	Yes	Yes	No	No	Yes
132	Park Tavern	1652 Stockton St,San Francisco,CA,94133	American (New),Breakfast & Brunch,Gastropubs	$31-60	4.0	1573	5:00 pm - 8:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 5:00 pm	No	No	Yes	Valet, Street	NULL	Yes	No	No	Yes
133	Los Kuyas	3251 20th Ave,San Francisco,CA,94132	Filipino	Under $10	4.5	52	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	10:00 am - 9:00 pm	11:00 am - 6:00 pm	No	No	No	Garage	NULL	Yes	Yes	No	Yes
134	Pinoy Heritage	San Francisco,CA,94107			5.0	16	Closed	Closed	Closed	Closed	Closed	6:00 pm - 10:30 pm	Closed	No	NULL	Yes	Street	NULL	Yes	No	No	NULL
135	Hard Knox Cafe	2526 3rd St,San Francisco,CA,94107	Soul Food,Southern,Sandwiches	$11-30	4.0	2151	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 5:00 pm	No	No	No	Street, Private Lot	NULL	Yes	No	NULL	Yes
136	The New Spot On Polk	2401 Polk St,San Francisco,CA,94109	Breakfast & Brunch,Diners,Burgers	$11-30	4.5	658	8:00 am - 9:00 pm	8:00 am - 9:00 pm	8:00 am - 2:00 pm	8:00 am - 2:00 pm	8:00 am - 9:00 pm	8:00 am - 9:00 pm	8:00 am - 9:00 pm	Yes	Free	Yes	Street	Yes	Yes	Yes	Yes	Yes
137	Barcha	28 Fremont St,San Francisco,CA,94105	Mediterranean,Tapas/Small Plates	$11-30	4.0	457	11:30 am - 2:00 pm,5:00 pm - 9:30 pm	11:30 am - 2:00 pm,5:00 pm - 9:30 pm	11:30 am - 2:00 pm,5:00 pm - 9:30 pm	11:30 am - 2:00 pm,5:00 pm - 9:30 pm	11:30 am - 2:00 pm,5:00 pm - 9:30 pm	5:30 pm - 9:00 pm	Closed	No	Free	Yes	Garage, Street	Yes	Yes	No	No	Yes
138	Nob Hill Cafe	1152 Taylor St,San Francisco,CA,94108	Italian,Pizza	$11-30	4.0	1346	11:00 am - 3:00 pm,5:00 pm - 10:00 pm	11:00 am - 3:00 pm,5:00 pm - 10:00 pm	11:00 am - 3:00 pm,5:00 pm - 10:00 pm	11:00 am - 3:00 pm,5:00 pm - 10:00 pm	11:00 am - 3:00 pm,5:00 pm - 10:00 pm	11:00 am - 3:00 pm,5:00 pm - 10:00 pm	11:00 am - 3:00 pm,5:00 pm - 10:00 pm	No	No	No	Garage, Street	NULL	Yes	No	NULL	Yes
139	Vega	419 Cortland Ave,San Francisco,CA,94110	Italian,Pizza	$11-30	4.0	628	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 10:00 pm	No	No	Yes	Street	NULL	Yes	No	No	Yes
140	Seven Hills	1896 Hyde St,San Francisco,CA,94109	Italian,Seafood,Wine Bars	$31-60	4.5	1042	5:30 pm - 9:30 pm	5:30 pm - 9:30 pm	5:30 pm - 9:30 pm	5:30 pm - 9:30 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 9:30 pm	No	No	Yes	Street	NULL	Yes	No	No	No
141	Flour + Water Pizzeria	702 Valencia St,San Francisco,CA,94110	Pizza	$11-30	4.0	198	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	No	NULL	No	Street	Yes	Yes	NULL	NULL	Yes
142	Chez Maman East	1401 18th St,San Francisco,CA,94107	French,Burgers,Creperies	$11-30	4.5	2072	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	10:30 am - 11:00 pm	10:30 am - 11:00 pm	Yes	No	No	Street	NULL	Yes	No	No	Yes
143	Go Go 7	1300 Ocean Ave,San Francisco,CA,94112	Korean	$11-30	4.5	225	11:00 am - 9:00 pm	Closed	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	Yes	Free	Yes	Street	NULL	Yes	No	No	Yes
144	Izakaya Mayumi	2221 Clement St,San Francisco,CA,94121			4.5	31	5:30 pm - 9:30 pm	Closed	5:30 pm - 9:30 pm	5:30 pm - 9:30 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 9:30 pm	No	No	Yes	Street	NULL	Yes	NULL	NULL	No
145	Curry Leaf	943 Columbus Ave,San Francisco,CA,94133	Indian,Halal,Pakistani	$11-30	4.5	641	Closed	11:00 am - 3:00 pm,4:45 pm - 10:30 pm	11:00 am - 3:00 pm,4:45 pm - 10:30 pm	11:00 am - 3:00 pm,4:45 pm - 10:30 pm	11:00 am - 3:00 pm,4:45 pm - 10:30 pm	11:00 am - 3:00 pm,4:45 pm - 10:30 pm	11:00 am - 3:00 pm,4:45 pm - 10:30 pm	No	No	No	Street	NULL	Yes	No	Yes	Yes
146	Franciscan Crab Restaurant	Pier 43 1/2 Fisherman's Wharf,Fisherman's Wharf,San Francisco,CA,94133	Seafood,American (Traditional)	$31-60	3.5	1786	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 9:30 pm	No	Free	Yes	Validated	NULL	Yes	Yes	No	Yes
147	Cocosueño	865 Market St,San Francisco,CA,94103	Mexican	$11-30	4.0	72	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	NULL	NULL	Yes	Garage	NULL	Yes	NULL	NULL	Yes
148	Osteria Bella	3848 Geary Blvd,San Francisco,CA,94118	Italian,Vermouth Bars,Gastropubs	$11-30	4.5	117	4:45 pm - 9:00 pm	4:45 pm - 9:00 pm	11:00 am - 10:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 9:30 pm	Yes	Free	Yes	Street	NULL	Yes	NULL	NULL	Yes
149	Kibatsu	400 Haight St,San Francisco,CA,94117			4.5	166	Closed	Closed	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	5:00 pm - 9:30 pm	No	NULL	Yes	Street	NULL	Yes	NULL	NULL	Yes
150	Square Pie Guys	1077 Mission St,San Francisco,CA,94103	Pizza	$11-30	4.5	213	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 9:00 pm	Yes	Free	No	Street	Yes	Yes	Yes	Yes	Yes
151	Walzwerk	381 S Van Ness Ave,San Francisco,CA,94103	German	$11-30	4.0	986	Closed	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	No	Free	Yes	Street	NULL	Yes	No	No	Yes
152	Zero Zero	826 Folsom St,San Francisco,CA,94107	Pizza,Italian,Cocktail Bars	$11-30	4.0	3298	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 10:30 pm	4:00 pm - 10:30 pm	4:00 pm - 9:30 pm	No	No	Yes	Street	NULL	Yes	No	No	Yes
153	Tadich Grill	240 California St,San Francisco,CA,94111	Seafood,American (Traditional)	$31-60	4.0	2442	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:00 am - 9:30 pm	11:30 am - 9:30 pm	Closed	NULL	No	No	Garage, Private Lot	NULL	Yes	No	No	Yes
154	Castagna	2015 Chestnut St,San Francisco,CA,94123	Italian,French	$11-30	4.5	408	Closed	Closed	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 9:00 pm	No	Free	Yes	Street	NULL	Yes	NULL	NULL	Yes
155	Kitava	2011 Mission St,San Francisco,CA,94110	Gluten-Free,American (New)	$11-30	4.5	403	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	Yes	Free	No	Street	Yes	Yes	No	No	Yes
156	Waraku	1638 Post St,San Francisco,CA,94115	Ramen,Noodles,Izakaya	$11-30	4.0	880	11:30 am - 2:00 pm,5:30 pm - 10:00 pm	11:30 am - 2:00 pm,5:30 pm - 10:00 pm	11:30 am - 2:00 pm,5:30 pm - 10:00 pm	11:30 am - 2:00 pm,5:30 pm - 10:00 pm	11:30 am - 2:00 pm,5:30 pm - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 9:00 pm	No	No	No	Street	NULL	Yes	No	No	Yes
157	AL's Place	1499 Valencia St,San Francisco,CA,94110	American (New)	$31-60	4.0	784	Closed	Closed	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	No	No	Yes	Street	NULL	Yes	No	No	No
158	Waterfront Restaurant	Pier 7 The Embarcadero,San Francisco,CA,94111	Seafood,American (Traditional)	$31-60	3.0	1199	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 9:30 pm	11:30 am - 9:30 pm	Yes	Free	Yes	Valet	NULL	Yes	No	No	Yes
159	Hakkasan	1 Kearny St,San Francisco,CA,94108	American (New),Cantonese,Dim Sum	$31-60	4.0	1771	11:30 am - 2:30 pm,5:00 pm - 10:00 pm	11:30 am - 2:30 pm,5:00 pm - 10:00 pm	11:30 am - 2:30 pm,5:00 pm - 10:00 pm	11:30 am - 2:30 pm,5:00 pm - 10:00 pm	11:30 am - 2:30 pm,5:00 pm - 10:00 pm	11:30 am - 3:00 pm,5:00 pm - 10:00 pm	Closed	No	No	Yes	Valet, Street	Yes	Yes	Yes	No	No
160	Lazy Bear	3416 19th St,San Francisco,CA,94110	American (New)	Above $61	4.5	607	Closed	6:00 pm - 11:00 pm	6:00 pm - 11:00 pm	6:00 pm - 11:00 pm	6:00 pm - 11:00 pm	6:00 pm - 11:00 pm	Closed	No	No	Yes	Street	NULL	Yes	No	No	No
